1.4601,1.5555,1.58,1.5614,1.5125,1.4252,1.2778,1.0611,0.8066,0.57602,0.41411,0.31901,0.26343,0.23552,0.24962,0.3225,0.45324,0.62444,0.80938,0.98513,1.1539,1.3389,1.5406,1.7054,1.7616,1.6917,1.5665,1.5006,1.5642,1.7258,1.8753,1.9035,1.7739,1.5412,1.3034,1.1248,0.99782,0.88438,0.78202,0.7341,0.7784,0.90503,1.0712,1.2386,1.3827,1.4784,1.4986,1.4358,1.3185,1.1926,1.0729,0.92665,0.73632,0.57511,0.56827,0.75743,1.0325,1.2164,1.2092,1.0586,0.91383,0.90808,1.0604,1.28
1.2635,1.3632,1.4008,1.4165,1.4162,1.3684,1.236,1.0188,0.77297,0.57773,0.47058,0.42368,0.38894,0.35366,0.34459,0.39249,0.50813,0.68039,0.87791,1.0611,1.2114,1.3419,1.4683,1.5777,1.6382,1.6385,1.614,1.6315,1.7358,1.9021,2.0407,2.0568,1.918,1.6808,1.4475,1.2782,1.1456,0.99194,0.8224,0.71624,0.74357,0.89437,1.098,1.2894,1.4416,1.5484,1.6011,1.5888,1.5142,1.3951,1.2408,1.0432,0.81925,0.65021,0.62876,0.75344,0.90882,0.96372,0.87637,0.71608,0.60834,0.6484,0.83451,1.0741
1.1231,1.1972,1.2348,1.2913,1.3665,1.4017,1.3333,1.1551,0.93722,0.77453,0.70535,0.68781,0.66108,0.61227,0.57736,0.59935,0.70019,0.87191,1.0722,1.2397,1.3344,1.3639,1.3692,1.3893,1.4398,1.5142,1.6027,1.7089,1.8394,1.9762,2.0689,2.0635,1.9446,1.7597,1.591,1.4802,1.384,1.2321,1.0315,0.88173,0.87805,1.0217,1.2348,1.4361,1.5887,1.6941,1.7603,1.781,1.7401,1.6267,1.4381,1.1855,0.9171,0.71988,0.6528,0.6763,0.68436,0.61034,0.48011,0.37539,0.3729,0.50277,0.7284,0.96195
1.1429,1.177,1.1947,1.2628,1.3861,1.4972,1.5117,1.4034,1.2344,1.1027,1.0507,1.0378,1.006,0.94942,0.9093,0.92974,1.0314,1.2005,1.382,1.4986,1.4993,1.3969,1.2608,1.1752,1.1931,1.3114,1.4851,1.6637,1.8136,1.9166,1.9611,1.9432,1.8725,1.7812,1.7158,1.691,1.6549,1.5384,1.3493,1.188,1.1541,1.2598,1.4396,1.6163,1.7482,1.8345,1.8924,1.924,1.905,1.8015,1.5951,1.304,0.9955,0.75877,0.62891,0.54603,0.42561,0.26313,0.14048,0.14148,0.2869,0.53414,0.80637,1.0245
1.3257,1.3322,1.3163,1.3467,1.4506,1.5854,1.6668,1.6404,1.5352,1.4328,1.3796,1.3504,1.3067,1.2568,1.2418,1.292,1.4109,1.5722,1.7136,1.7564,1.6548,1.4339,1.1823,1.0054,0.97171,1.0837,1.2873,1.5065,1.6774,1.7696,1.7928,1.7817,1.7685,1.7725,1.8055,1.8571,1.8773,1.8106,1.6676,1.5331,1.4872,1.5411,1.6504,1.7623,1.8438,1.892,1.926,1.9553,1.9553,1.8771,1.6847,1.3902,1.0658,0.80136,0.62369,0.47164,0.2821,0.088058,0,0.098562,0.36603,0.70851,1.0202,1.2318
1.5753,1.5812,1.5234,1.4686,1.4826,1.5773,1.6904,1.7394,1.7028,1.6285,1.5634,1.5076,1.4528,1.4235,1.4544,1.5522,1.6956,1.845,1.9409,1.9186,1.7491,1.4689,1.1667,0.93954,0.85165,0.91691,1.1004,1.3305,1.525,1.6329,1.6638,1.6718,1.705,1.7753,1.8705,1.9644,2.0143,1.9847,1.8929,1.8032,1.7636,1.7701,1.7944,1.8154,1.8239,1.8242,1.8358,1.8704,1.902,1.8709,1.7243,1.4632,1.1577,0.89958,0.71965,0.56397,0.37667,0.19207,0.11879,0.23826,0.53266,0.9021,1.2353,1.4652
1.7869,1.811,1.7033,1.5361,1.4226,1.437,1.5491,1.6566,1.6858,1.6424,1.5671,1.4855,1.4199,1.408,1.4755,1.6084,1.7657,1.9006,1.9639,1.9128,1.7372,1.4756,1.1981,0.97428,0.85594,0.87315,1.0219,1.2469,1.4561,1.5787,1.6183,1.639,1.6987,1.8045,1.9273,2.0292,2.0741,2.0465,1.9759,1.9165,1.8894,1.8679,1.8221,1.7531,1.6836,1.6414,1.6519,1.7191,1.8041,1.8331,1.7436,1.5339,1.2764,1.0659,0.93691,0.8378,0.70181,0.53529,0.42428,0.46127,0.6706,0.99466,1.3384,1.6201
1.9206,1.967,1.8092,1.5379,1.307,1.2361,1.3251,1.4681,1.5571,1.5557,1.4854,1.384,1.2955,1.2673,1.3225,1.4419,1.5809,1.6946,1.7459,1.7099,1.5863,1.4039,1.2059,1.0342,0.93099,0.93938,1.0753,1.291,1.4883,1.591,1.6089,1.6198,1.6888,1.8162,1.9556,2.0538,2.0747,2.0174,1.9287,1.8702,1.8545,1.8324,1.7519,1.6152,1.4785,1.4099,1.448,1.5768,1.7261,1.8049,1.7558,1.5929,1.3971,1.259,1.2064,1.1832,1.1064,0.94608,0.75825,0.65147,0.71467,0.95982,1.3183,1.6772
1.9941,2.0606,1.8748,1.5474,1.2484,1.1116,1.1594,1.3076,1.443,1.4943,1.4484,1.3327,1.1994,1.105,1.0829,1.128,1.2095,1.293,1.3499,1.3599,1.3172,1.2336,1.1308,1.0361,0.98809,1.032,1.182,1.3833,1.5354,1.5749,1.5354,1.5151,1.5854,1.7384,1.9086,2.0226,2.0337,1.9458,1.8224,1.7456,1.7389,1.7381,1.6558,1.479,1.2949,1.2206,1.309,1.5107,1.7117,1.8094,1.7701,1.6371,1.4944,1.4134,1.4072,1.4229,1.3775,1.217,0.96704,0.74141,0.68227,0.86572,1.2476,1.6825
2.0291,2.112,1.9386,1.6263,1.3267,1.1548,1.1486,1.2662,1.4176,1.5107,1.4919,1.3635,1.1736,0.98728,0.85561,0.79871,0.80924,0.86586,0.94061,1.0033,1.0326,1.0257,0.99642,0.96908,0.97927,1.0638,1.2235,1.3928,1.4756,1.4316,1.3242,1.2714,1.3503,1.5458,1.7748,1.9407,1.9781,1.8855,1.7368,1.6386,1.6367,1.6612,1.5931,1.401,1.1974,1.1411,1.2898,1.5537,1.7788,1.8647,1.8127,1.6894,1.5656,1.4814,1.442,1.4215,1.3659,1.2176,0.972,0.72381,0.63039,0.80065,1.2057,1.6835
2.0239,2.1127,1.9853,1.7489,1.5086,1.3371,1.2782,1.3357,1.4564,1.5479,1.5321,1.3897,1.159,0.90642,0.69613,0.57059,0.54322,0.59919,0.69985,0.79723,0.85932,0.88419,0.88934,0.89563,0.92694,1.0085,1.1361,1.247,1.2564,1.1439,0.99249,0.93209,1.0424,1.3025,1.6127,1.8532,1.9393,1.8619,1.7016,1.5846,1.5789,1.6194,1.5707,1.3914,1.2076,1.1951,1.4004,1.6997,1.9216,1.9831,1.9135,1.7819,1.6286,1.4647,1.3067,1.1795,1.0807,0.96481,0.7976,0.63144,0.59801,0.80211,1.219,1.6906
1.9747,2.0547,1.9792,1.8375,1.6815,1.5359,1.437,1.4179,1.4608,1.4945,1.4483,1.2994,1.0745,0.82712,0.61851,0.50069,0.49719,0.58809,0.71393,0.81066,0.85373,0.86384,0.86888,0.87479,0.88117,0.9045,0.95432,0.99062,0.94533,0.80526,0.65561,0.62643,0.79532,1.1322,1.5193,1.8179,1.935,1.8638,1.692,1.5566,1.5403,1.5893,1.5715,1.4433,1.3254,1.378,1.6225,1.921,2.1157,2.1523,2.072,1.9216,1.7045,1.4157,1.0988,0.83717,0.68242,0.60694,0.55047,0.51487,0.58569,0.84257,1.2571,1.6874
1.9093,1.9758,1.9325,1.8547,1.7585,1.6328,1.498,1.3945,1.3304,1.2725,1.1861,1.0625,0.91369,0.76314,0.64781,0.61177,0.67826,0.81742,0.94985,1.0053,0.98385,0.94331,0.92402,0.9095,0.86916,0.8133,0.77512,0.74798,0.68244,0.5623,0.46018,0.49584,0.73709,1.1379,1.5623,1.8649,1.9634,1.8685,1.6762,1.524,1.4995,1.5644,1.6013,1.5643,1.5469,1.6676,1.9201,2.1756,2.3162,2.3233,2.2364,2.0685,1.7897,1.3913,0.94459,0.57681,0.37731,0.33153,0.36055,0.42698,0.57838,0.87236,1.2772,1.6658
1.8751,1.941,1.903,1.8297,1.7298,1.5836,1.4,1.2134,1.0473,0.90971,0.81134,0.76423,0.7639,0.79118,0.83797,0.92156,1.0588,1.2194,1.3222,1.305,1.1952,1.0828,1.0196,0.974,0.89347,0.78082,0.68421,0.62479,0.57233,0.50747,0.4844,0.60198,0.90689,1.3325,1.7334,1.9772,2.0105,1.8684,1.652,1.49,1.4687,1.5658,1.6803,1.7556,1.8414,2.0072,2.2281,2.4027,2.4638,2.4266,2.3267,2.1489,1.8429,1.4019,0.91164,0.51327,0.30456,0.27174,0.32703,0.41873,0.58347,0.87593,1.2683,1.6414
1.8808,1.9635,1.9117,1.7884,1.6202,1.409,1.1685,0.92572,0.70724,0.54551,0.48361,0.55158,0.73475,0.97409,1.2066,1.4067,1.5798,1.712,1.7485,1.6496,1.4584,1.274,1.1528,1.0654,0.95642,0.82073,0.70333,0.63863,0.6168,0.62378,0.6948,0.89447,1.2352,1.6326,1.9526,2.0974,2.0509,1.8654,1.6356,1.4742,1.4642,1.599,1.7905,1.9644,2.1244,2.2991,2.4604,2.5405,2.5149,2.4223,2.2973,2.115,1.8241,1.4237,0.99606,0.66227,0.49551,0.46765,0.49217,0.53036,0.63621,0.88056,1.2481,1.6247
1.869,1.9726,1.9013,1.7081,1.448,1.1647,0.89401,0.65854,0.47098,0.35708,0.36508,0.53761,0.86726,1.2788,1.6649,1.9503,2.121,2.1877,2.1431,1.982,1.7477,1.5192,1.3429,1.2028,1.061,0.91231,0.79059,0.73226,0.74611,0.82825,0.99251,1.2568,1.5926,1.9105,2.112,2.1504,2.0426,1.8423,1.6228,1.4739,1.4732,1.6276,1.8621,2.0912,2.2854,2.4471,2.5526,2.5614,2.4729,2.3345,2.1816,1.9983,1.7518,1.4523,1.1654,0.9677,0.88373,0.86033,0.81994,0.75519,0.75314,0.90861,1.2229,1.59
1.7728,1.8892,1.8111,1.5743,1.2565,0.94481,0.70392,0.55244,0.47301,0.45489,0.52571,0.73679,1.1096,1.5874,2.0463,2.3695,2.5163,2.5151,2.4082,2.2268,2.005,1.7806,1.5736,1.379,1.1883,1.0127,0.8853,0.84102,0.89645,1.0486,1.284,1.5725,1.8543,2.0544,2.1253,2.0721,1.9345,1.7554,1.5774,1.4597,1.4649,1.6078,1.8326,2.0634,2.261,2.4134,2.497,2.4828,2.3776,2.225,2.0606,1.8852,1.6927,1.5067,1.3737,1.3216,1.3235,1.3014,1.19,1.0155,0.89581,0.94405,1.1754,1.498
1.5892,1.7137,1.6592,1.4391,1.1355,0.86196,0.70519,0.68006,0.73519,0.81134,0.90332,1.0686,1.3689,1.7903,2.2216,2.5263,2.6406,2.5982,2.473,2.3198,2.1571,1.9784,1.7716,1.536,1.2932,1.0846,0.95682,0.94221,1.0473,1.252,1.5124,1.7661,1.9467,2.0117,1.9634,1.8434,1.7025,1.5719,1.4665,1.4078,1.4275,1.5362,1.7056,1.8944,2.0777,2.2361,2.3355,2.344,2.2657,2.1368,1.9895,1.835,1.6861,1.5769,1.543,1.5827,1.6374,1.6149,1.4588,1.2141,1.0101,0.96371,1.0993,1.347
1.3745,1.5081,1.5088,1.3653,1.1427,0.95367,0.89343,0.97749,1.1331,1.2631,1.3341,1.4067,1.5741,1.8617,2.1856,2.4176,2.492,2.4424,2.3472,2.2586,2.1726,2.0506,1.8603,1.6072,1.3374,1.1201,1.016,1.0494,1.2024,1.4275,1.6578,1.8227,1.8749,1.8122,1.6727,1.5128,1.3836,1.3128,1.2991,1.3259,1.3785,1.4503,1.5432,1.6672,1.827,1.9988,2.1313,2.1828,2.1532,2.0729,1.9659,1.8388,1.7059,1.607,1.5841,1.6377,1.7076,1.6998,1.5568,1.3157,1.0887,0.97952,1.0223,1.1808
1.1826,1.317,1.3784,1.3343,1.2184,1.119,1.1269,1.2647,1.458,1.596,1.6338,1.632,1.6906,1.8453,2.0333,2.1587,2.1838,2.1488,2.1158,2.1069,2.0886,2.0054,1.8281,1.5781,1.3204,1.1368,1.0873,1.1784,1.3653,1.5777,1.7402,1.7933,1.7204,1.5547,1.3549,1.1767,1.0654,1.0503,1.1264,1.2451,1.3425,1.3881,1.41,1.4696,1.6026,1.7816,1.9396,2.0273,2.0451,2.0194,1.9602,1.8546,1.7043,1.5539,1.4687,1.4798,1.5475,1.5827,1.5156,1.3513,1.16,1.0208,0.98121,1.0472
1.0255,1.1357,1.2289,1.2615,1.2327,1.1961,1.2319,1.3716,1.5519,1.6698,1.6889,1.6705,1.6966,1.78,1.8612,1.8848,1.8605,1.8465,1.883,1.9494,1.9785,1.9091,1.7313,1.4931,1.2752,1.1573,1.1827,1.3345,1.5462,1.7349,1.8269,1.7802,1.6053,1.3614,1.1193,0.93265,0.83982,0.8693,1.0127,1.1995,1.3301,1.3564,1.3262,1.3379,1.4471,1.6219,1.7858,1.8912,1.9447,1.9691,1.9549,1.8624,1.6763,1.4481,1.2748,1.2262,1.2883,1.3772,1.4088,1.3519,1.2276,1.084,0.97943,0.95889
0.88755,0.94633,1.0308,1.0964,1.1144,1.1074,1.1442,1.2623,1.4089,1.4975,1.5123,1.5195,1.5763,1.6588,1.698,1.6674,1.6186,1.6287,1.7224,1.8443,1.8993,1.825,1.635,1.4066,1.2349,1.1918,1.2997,1.5202,1.7709,1.9585,2.0094,1.8945,1.6442,1.3352,1.051,0.85157,0.77272,0.83248,1.0082,1.2137,1.3381,1.3349,1.2683,1.2538,1.3495,1.515,1.6713,1.7812,1.8616,1.9307,1.958,1.8798,1.6683,1.3826,1.1443,1.0489,1.0964,1.2077,1.2978,1.3197,1.2581,1.1285,0.98522,0.89479
0.76872,0.76403,0.81297,0.87697,0.90953,0.91147,0.9432,1.0426,1.1604,1.2216,1.2281,1.2548,1.3467,1.4605,1.5193,1.5045,1.4785,1.5219,1.6527,1.8008,1.8593,1.7681,1.5601,1.3367,1.2046,1.2291,1.4179,1.721,2.0433,2.2753,2.333,2.1915,1.8939,1.5297,1.1965,0.96957,0.88887,0.95616,1.1235,1.2925,1.3625,1.3101,1.217,1.1984,1.2974,1.4596,1.6075,1.7186,1.8204,1.9253,1.987,1.9287,1.7198,1.4255,1.174,1.06,1.0784,1.1558,1.2288,1.2651,1.2369,1.1298,0.97686,0.84212
0.70272,0.63951,0.64415,0.69048,0.72529,0.7351,0.77053,0.86543,0.96953,1.0096,0.9919,0.99615,1.0762,1.2026,1.3068,1.3596,1.3989,1.4861,1.635,1.7811,1.8234,1.7085,1.4826,1.262,1.1591,1.2339,1.49,1.8778,2.2955,2.6138,2.7291,2.6116,2.3085,1.9141,1.5351,1.2631,1.1503,1.1902,1.3138,1.4145,1.4102,1.3075,1.203,1.1995,1.3148,1.4794,1.6214,1.7323,1.8449,1.9638,2.035,1.9853,1.7959,1.5383,1.3284,1.2329,1.2237,1.2339,1.2358,1.2329,1.2048,1.1173,0.97548,0.82341
0.71237,0.60741,0.57369,0.60303,0.64581,0.67665,0.72935,0.82981,0.92934,0.95382,0.90031,0.84389,0.85756,0.95123,1.0822,1.2069,1.3208,1.4499,1.6016,1.7265,1.7412,1.6034,1.3661,1.1499,1.0645,1.1644,1.4561,1.9019,2.4041,2.8207,3.0293,2.9878,2.7356,2.3578,1.9563,1.6321,1.4568,1.4372,1.5042,1.55,1.5021,1.3822,1.2879,1.3035,1.4251,1.5794,1.7074,1.8114,1.918,2.0174,2.0542,1.976,1.7941,1.5923,1.4638,1.4288,1.4238,1.3847,1.3178,1.2616,1.2126,1.1323,1.007,0.8571
0.76174,0.64337,0.59287,0.62039,0.68729,0.75652,0.83611,0.94019,1.0305,1.0412,0.95655,0.83489,0.76086,0.78621,0.90273,1.0613,1.2202,1.37,1.5076,1.5983,1.5817,1.4293,1.1946,0.98946,0.91185,1.0087,1.2921,1.7424,2.2795,2.7658,3.0721,3.1416,2.9929,2.6856,2.3016,1.9411,1.6985,1.6148,1.6441,1.6835,1.6537,1.5636,1.492,1.5044,1.5939,1.705,1.801,1.8883,1.9742,2.0261,1.9883,1.8404,1.6387,1.4886,1.4595,1.5184,1.5617,1.5217,1.4247,1.3309,1.2528,1.1625,1.0447,0.90602
0.79628,0.69997,0.66241,0.7067,0.81015,0.92641,1.0321,1.127,1.1938,1.1914,1.097,0.9423,0.80514,0.76268,0.83586,0.97987,1.1337,1.2652,1.3632,1.4055,1.3565,1.203,0.99052,0.80924,0.73711,0.81191,1.0494,1.447,1.9506,2.4476,2.8202,3.0011,2.9789,2.777,2.4496,2.0897,1.8121,1.695,1.7243,1.8047,1.8401,1.8064,1.7484,1.7196,1.7331,1.7712,1.8224,1.8881,1.9488,1.9467,1.8255,1.5974,1.3651,1.2574,1.3233,1.4826,1.5964,1.5902,1.4965,1.3825,1.2727,1.158,1.0364,0.91427
0.82397,0.77724,0.77124,0.83628,0.96948,1.1207,1.2363,1.3024,1.3304,1.3171,1.2411,1.1032,0.95862,0.88771,0.92378,1.0254,1.1276,1.1957,1.223,1.2031,1.1232,0.98125,0.80856,0.66553,0.60762,0.66353,0.84663,1.1598,1.5725,2.0114,2.3905,2.6427,2.7259,2.6256,2.3716,2.051,1.7888,1.6838,1.7422,1.8783,1.9834,1.9984,1.9322,1.834,1.7529,1.7158,1.7286,1.7789,1.8227,1.7856,1.6126,1.3377,1.0938,1.0233,1.1586,1.3905,1.5625,1.5958,1.5189,1.3946,1.2558,1.1145,0.98836,0.89259
0.90814,0.91916,0.94362,1.0156,1.1528,1.3079,1.4058,1.4234,1.4022,1.3794,1.3409,1.2597,1.1624,1.1167,1.1482,1.208,1.2334,1.2072,1.146,1.0639,0.9623,0.84088,0.71325,0.61453,0.58546,0.64882,0.80517,1.0415,1.3351,1.6562,1.9695,2.2248,2.3573,2.3216,2.1321,1.8722,1.6618,1.5942,1.6806,1.8481,1.9907,2.0259,1.9332,1.7628,1.6017,1.5147,1.5134,1.567,1.6163,1.5837,1.4168,1.1536,0.93059,0.88745,1.0493,1.3053,1.5058,1.5729,1.5216,1.4007,1.2471,1.092,0.97292,0.91539
1.0723,1.132,1.177,1.2417,1.3607,1.4944,1.5576,1.5223,1.4514,1.4154,1.4111,1.3936,1.3646,1.3727,1.4254,1.4581,1.4108,1.2932,1.1565,1.0359,0.93469,0.84029,0.74876,0.68458,0.69129,0.79213,0.96339,1.1527,1.3255,1.4925,1.6808,1.8729,1.9963,1.9862,1.8477,1.6537,1.5004,1.4569,1.5337,1.6823,1.8162,1.8441,1.7231,1.5017,1.2933,1.188,1.1975,1.2765,1.3606,1.3786,1.2777,1.081,0.90264,0.8686,1.0103,1.2434,1.445,1.5415,1.5274,1.4309,1.2869,1.1393,1.0403,1.0237
1.2474,1.3329,1.3889,1.4481,1.5548,1.6782,1.7282,1.6664,1.5602,1.5023,1.5065,1.5239,1.5387,1.5827,1.6504,1.6672,1.5748,1.403,1.2311,1.1106,1.0378,0.97735,0.90692,0.85424,0.88344,1.0261,1.2291,1.3899,1.4531,1.464,1.5095,1.6106,1.7004,1.7074,1.6254,1.5012,1.3891,1.3281,1.3379,1.4108,1.4956,1.505,1.3769,1.1456,0.9275,0.82285,0.84731,0.95564,1.0897,1.1872,1.1908,1.0955,0.97707,0.94097,1.0347,1.2156,1.396,1.5083,1.5303,1.4717,1.3597,1.2377,1.1612,1.1696
1.3321,1.4031,1.4542,1.5202,1.6494,1.8128,1.909,1.8751,1.7628,1.6764,1.6562,1.6645,1.675,1.7076,1.7571,1.7569,1.6524,1.4753,1.3122,1.2233,1.1985,1.178,1.1186,1.0537,1.0733,1.2226,1.4282,1.5503,1.5201,1.4093,1.3472,1.3835,1.4627,1.5135,1.5132,1.4671,1.3786,1.2622,1.1606,1.1196,1.1346,1.134,1.0395,0.85297,0.6629,0.56178,0.57793,0.68774,0.85261,1.0214,1.1314,1.1487,1.1057,1.0806,1.1316,1.2539,1.3926,1.492,1.5269,1.5004,1.4286,1.3387,1.2734,1.2724
